,Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Intl_Plan,Vmail_Plan,Day_Calls,Day_Charge,Eve_Calls,Eve_Charge,Night_Calls,Night_Charge,Intl_Calls,Intl_Charge,State,Phone,Churn,total_mins,total_bills
2660,88,0,301.5,257.7,132.9,13.4,4,0,0,136,51.26,72,21.9,118,5.98,2,3.62,NJ,347-8659,1,705.5,82.76
2661,197,0,233.9,218.9,182.9,9.5,0,0,0,96,39.76,111,18.61,109,8.23,3,2.57,IA,376-2922,0,645.2,69.16999999999999
2662,50,0,99.6,308.7,161.2,13.7,2,1,0,108,16.93,102,26.24,62,7.25,6,3.7,VA,382-2182,1,583.2,54.120000000000005
2663,172,0,169.8,183.1,395.0,12.7,2,0,0,123,28.87,94,15.56,72,17.77,7,3.43,VA,408-2089,0,760.6,65.63000000000001
2664,188,26,198.8,166.6,198.5,14.4,1,1,1,115,33.8,67,14.16,118,8.93,3,3.89,NM,369-6890,1,578.3,60.779999999999994
2665,85,0,116.2,229.7,204.2,10.1,3,1,0,86,19.75,127,19.52,109,9.19,3,2.73,FL,347-2951,0,560.1999999999999,51.18999999999999
2666,103,0,255.9,140.9,308.9,12.1,1,1,0,128,43.5,92,11.98,130,13.9,2,3.27,RI,420-6324,1,717.8000000000001,72.65
2667,136,27,187.7,221.0,145.7,10.0,3,0,1,84,31.91,147,18.79,110,6.56,4,2.7,NJ,402-7650,0,564.4,59.96000000000001
2668,155,21,195.9,213.9,88.2,8.6,0,0,1,91,33.3,84,18.18,111,3.97,4,2.32,NE,391-2702,0,506.6,57.769999999999996
2669,145,0,129.4,185.4,204.7,1.1,2,0,0,97,22.0,101,15.76,106,9.21,2,0.3,WV,383-3375,0,520.6,47.269999999999996
2670,116,12,221.0,151.0,179.0,9.0,2,0,1,108,37.57,118,12.84,80,8.06,6,2.43,WY,392-2733,0,560.0,60.9
2671,152,0,140.5,186.8,227.0,9.5,2,0,0,92,23.89,96,15.88,89,10.22,5,2.57,SC,397-9933,0,563.8,52.56
2672,65,0,277.9,155.8,256.9,9.2,0,1,0,123,47.24,112,13.24,71,11.56,10,2.48,MS,383-9306,1,699.8,74.52000000000001
2673,180,0,224.9,250.0,216.1,6.7,3,0,0,105,38.23,101,21.25,73,9.72,5,1.81,ND,369-1929,1,697.7,71.01
2674,67,0,109.1,217.4,188.4,12.8,0,0,0,117,18.55,124,18.48,141,8.48,6,3.46,IL,369-4377,0,527.6999999999999,48.970000000000006
2675,60,0,207.8,123.5,291.6,5.7,0,0,0,109,35.33,112,10.5,115,13.12,9,1.54,OR,366-9430,0,628.6000000000001,60.489999999999995
2676,138,0,205.9,257.1,209.0,12.1,0,0,0,96,35.0,94,21.85,63,9.4,8,3.27,UT,353-7407,0,684.1,69.52
2677,44,0,308.6,150.8,198.7,7.3,4,0,0,139,52.46,94,12.82,66,8.94,3,1.97,IA,359-7426,1,665.4,76.19
2678,25,0,242.6,209.0,219.7,14.4,2,0,0,69,41.24,117,17.77,82,9.89,6,3.89,ME,332-7391,0,685.6999999999999,72.79
2679,145,0,229.6,138.1,250.8,3.3,1,0,0,82,39.03,103,11.74,109,11.29,3,0.89,WY,405-6559,0,621.8,62.95
2680,122,28,166.0,233.9,170.1,7.7,2,0,1,62,28.22,88,19.88,84,7.65,3,2.08,WI,338-8784,0,577.7,57.82999999999999
2681,121,0,144.8,200.6,208.8,13.3,0,0,0,126,24.62,82,17.05,81,9.4,9,3.59,SC,415-6347,1,567.5,54.66
2682,55,0,106.1,123.5,96.4,12.9,0,1,0,77,18.04,100,10.5,92,4.34,3,3.48,DC,354-5058,0,338.9,36.35999999999999
2683,77,0,221.8,166.0,210.2,13.2,1,0,0,84,37.71,125,14.11,72,9.46,4,3.56,CT,342-5701,0,611.2,64.84
2684,12,0,204.6,212.5,182.1,9.8,2,0,0,98,34.78,90,18.06,95,8.19,7,2.65,OR,378-4179,0,609.0,63.68
2685,64,0,213.5,166.6,122.0,14.1,3,0,0,93,36.3,114,14.16,78,5.49,3,3.81,OR,407-6391,0,516.2,59.76
2686,92,44,152.0,274.9,162.4,10.0,2,0,1,95,25.84,73,23.37,121,7.31,1,2.7,NV,404-3105,0,599.3,59.220000000000006
2687,125,29,260.8,163.7,271.7,17.0,1,1,1,81,44.34,112,13.91,117,12.23,6,4.59,MN,390-9735,1,713.2,75.07000000000001
2688,160,0,166.4,317.0,160.4,10.0,1,0,0,117,28.29,129,26.95,121,7.22,2,2.7,OK,350-4820,0,653.8,65.16
2689,79,0,177.9,167.3,223.7,15.2,0,0,0,83,30.24,84,14.22,142,10.07,8,4.1,KS,383-8807,0,584.1000000000001,58.63
2690,36,0,235.1,196.8,259.7,7.0,3,0,0,97,39.97,104,16.73,110,11.69,7,1.89,RI,366-8382,0,698.5999999999999,70.28
2691,102,0,186.8,173.7,250.9,9.7,2,0,0,92,31.76,123,14.76,131,11.29,4,2.62,DC,402-9704,0,621.1,60.43
2692,138,0,268.4,174.4,193.5,11.6,1,1,0,81,45.63,115,14.82,96,8.71,4,3.13,IL,405-2209,0,647.9,72.28999999999999
2693,164,0,192.1,249.8,132.6,7.3,3,0,0,95,32.66,94,21.23,100,5.97,3,1.97,UT,397-3939,0,581.8,61.83
2694,125,0,240.7,269.4,187.1,10.1,0,0,0,82,40.92,85,22.9,74,8.42,3,2.73,MN,343-2689,1,707.3,74.97
2695,72,0,179.9,149.8,168.2,9.8,2,0,0,113,30.58,112,12.73,79,7.57,7,2.65,WI,383-9448,0,507.70000000000005,53.53
2696,74,0,314.1,222.4,259.0,12.3,3,0,0,86,53.4,99,18.9,121,11.66,5,3.32,MI,359-6232,1,807.8,87.27999999999999
2697,134,41,162.0,324.7,160.1,11.9,0,0,1,82,27.54,77,27.6,112,7.2,5,3.21,MI,369-9772,0,658.6999999999999,65.55
2698,145,0,175.8,274.3,226.6,12.4,1,0,0,89,29.89,119,23.32,69,10.2,4,3.35,MA,381-7003,0,689.1,66.75999999999999
2699,136,0,109.4,207.5,135.0,11.6,0,0,0,91,18.6,111,17.64,107,6.08,5,3.13,AL,352-6732,0,463.5,45.45
2700,209,0,255.1,230.6,218.0,8.5,3,0,0,124,43.37,110,19.6,69,9.81,5,2.3,SC,388-7540,1,712.2,75.08
2701,66,0,208.7,173.3,264.7,8.3,3,1,0,84,35.48,88,14.73,107,11.91,3,2.24,WI,356-3333,0,655.0,64.35999999999999
2702,152,20,214.6,96.6,170.7,7.9,1,0,1,108,36.48,82,8.21,145,7.68,5,2.13,VT,333-9664,0,489.79999999999995,54.5
2703,162,0,49.2,143.9,203.0,12.1,1,0,0,121,8.36,136,12.23,97,9.14,13,3.27,CT,363-3763,0,408.20000000000005,33.0
2704,72,0,141.3,134.9,227.5,11.2,2,0,0,133,24.02,96,11.47,97,10.24,3,3.02,OR,345-7900,0,514.9000000000001,48.75000000000001
2705,101,0,253.2,237.9,154.3,9.7,4,0,0,89,43.04,114,20.22,85,6.94,7,2.62,HI,400-5511,0,655.1000000000001,72.82000000000001
2706,125,0,206.0,198.1,135.9,13.2,0,0,0,128,35.02,71,16.84,116,6.12,3,3.56,WV,381-7597,0,553.2,61.54
2707,46,0,40.4,172.4,145.1,9.0,2,0,0,105,6.87,83,14.65,89,6.53,2,2.43,RI,404-9775,0,366.9,30.48
2708,132,0,291.2,234.2,191.7,8.9,1,0,0,104,49.5,132,19.91,87,8.63,3,2.4,MI,389-4608,1,725.9999999999999,80.44
2709,193,31,71.2,124.7,155.5,11.7,0,0,1,58,12.1,105,10.6,108,7.0,3,3.16,ME,403-1742,0,363.09999999999997,32.86
2710,63,0,261.8,245.0,202.1,14.7,0,0,0,69,44.51,135,20.83,94,9.09,4,3.97,WV,328-9797,1,723.6,78.4
2711,124,0,191.3,261.5,182.3,10.0,1,0,0,134,32.52,113,22.23,111,8.2,3,2.7,NE,359-9223,0,645.1,65.65
2712,144,0,133.3,255.5,228.6,11.6,0,0,0,101,22.66,127,21.72,68,10.29,2,3.13,DC,336-7696,0,629.0,57.8
2713,116,24,183.6,203.8,166.9,6.0,2,0,1,138,31.21,90,17.32,89,7.51,3,1.62,NH,369-2214,0,560.3,57.66
2714,189,30,155.2,195.5,170.1,15.4,1,0,1,116,26.38,50,16.62,108,7.65,6,4.16,MD,411-1325,0,536.1999999999999,54.81
2715,97,28,283.1,185.4,312.8,6.1,1,0,1,93,48.13,98,15.76,78,14.08,8,1.65,NH,410-7553,0,787.4,79.62
2716,137,50,186.5,178.0,215.6,12.1,2,0,1,94,31.71,106,15.13,100,9.7,4,3.27,WV,376-4284,0,592.2,59.81000000000001
2717,142,38,163.3,136.0,249.1,4.3,0,0,1,104,27.76,114,11.56,127,11.21,6,1.16,IL,334-2800,0,552.6999999999999,51.69
2718,84,0,203.4,182.9,213.7,13.8,1,0,0,125,34.58,88,15.55,121,9.62,2,3.73,OK,369-1904,0,613.8,63.47999999999999
2719,119,19,178.1,212.8,226.3,10.0,1,0,1,110,30.28,100,18.09,123,10.18,6,2.7,NH,359-3833,0,627.2,61.25000000000001
2720,158,0,195.9,89.1,302.2,10.3,1,0,0,103,33.3,95,7.57,82,13.6,3,2.78,MI,348-5569,0,597.5,57.25
2721,50,0,295.3,127.4,166.8,9.6,1,0,0,127,50.2,100,10.83,105,7.51,6,2.59,ND,342-1960,0,599.1,71.13000000000001
2722,98,0,136.1,156.3,158.8,10.1,2,0,0,82,23.14,118,13.29,83,7.15,5,2.73,LA,352-9050,0,461.3,46.309999999999995
2723,101,24,114.1,161.5,176.3,13.0,2,0,1,95,19.4,86,13.73,90,7.93,9,3.51,HI,390-5316,0,464.90000000000003,44.56999999999999
2724,182,0,279.1,180.5,217.5,9.5,2,0,0,124,47.45,108,15.34,104,9.79,11,2.57,NJ,418-8568,1,686.6,75.15
2725,51,0,169.3,139.5,197.0,12.0,0,0,0,111,28.78,69,11.86,87,8.87,3,3.24,WV,401-4844,0,517.8,52.75
2726,117,0,214.4,138.0,148.7,9.9,2,0,0,94,36.45,149,11.73,102,6.69,1,2.67,NC,376-5471,0,510.99999999999994,57.540000000000006
2727,92,0,255.8,142.7,181.2,11.7,0,1,0,125,43.49,111,12.13,101,8.15,3,3.16,PA,409-2917,0,591.4000000000001,66.93
2728,86,0,148.2,285.1,166.4,6.2,2,0,0,71,25.19,91,24.23,155,7.49,3,1.67,MI,369-6308,0,605.9000000000001,58.580000000000005
2729,122,0,119.3,223.9,211.9,8.7,2,0,0,93,20.28,103,19.03,122,9.54,4,2.35,WY,357-7385,0,563.8000000000001,51.2
2730,156,27,192.3,199.9,244.2,14.8,1,0,1,137,32.69,115,16.99,112,10.99,8,4.0,NJ,405-7119,0,651.2,64.66999999999999
2731,127,0,245.2,217.2,243.1,13.9,0,0,0,91,41.68,92,18.46,128,10.94,6,3.75,NJ,405-3309,1,719.4,74.83
2732,130,0,216.2,363.7,126.7,16.9,5,1,0,106,36.75,86,30.91,123,5.7,2,4.56,NC,384-4938,1,723.5,77.92
2733,158,0,172.4,256.6,235.3,0.0,2,0,0,114,29.31,69,21.81,104,10.59,0,0.0,NM,377-2725,0,664.3,61.709999999999994
2734,145,30,175.3,153.3,233.6,11.1,1,1,1,107,29.8,116,13.03,85,10.51,3,3.0,MS,405-6398,0,573.3000000000001,56.339999999999996
2735,90,26,169.0,188.8,213.3,13.3,0,1,1,104,28.73,104,16.05,76,9.6,3,3.59,TX,355-9366,1,584.4,57.97
2736,127,27,2.6,254.0,242.7,9.2,3,0,1,113,0.44,102,21.59,156,10.92,5,2.48,OK,403-1128,0,508.5,35.43
2737,109,0,184.1,211.7,243.0,9.9,1,0,0,143,31.3,105,17.99,116,10.93,2,2.67,ID,384-9682,0,648.6999999999999,62.89
2738,88,0,181.9,151.5,143.0,7.5,1,0,0,90,30.92,87,12.88,100,6.44,3,2.03,AL,352-5393,0,483.9,52.27
2739,101,9,160.1,210.0,139.1,10.8,0,0,1,116,27.22,121,17.85,65,6.26,9,2.92,WY,395-1229,0,520.0,54.25
2740,171,0,189.8,173.7,257.1,10.3,0,0,0,122,32.27,85,14.76,84,11.57,1,2.78,HI,361-9195,0,630.9,61.38
2741,21,0,223.2,216.5,214.7,12.4,1,0,0,142,37.94,114,18.4,111,9.66,2,3.35,VA,351-6366,0,666.8,69.35
2742,145,31,216.0,225.1,234.7,10.7,2,0,1,94,36.72,123,19.13,109,10.56,1,2.89,WV,346-4919,0,686.5,69.3
2743,90,0,198.5,266.6,243.3,8.0,2,0,0,124,33.75,100,22.66,80,10.95,7,2.16,DE,354-9068,0,716.4000000000001,69.52
2744,33,0,159.5,195.4,102.4,7.1,1,0,0,115,27.12,118,16.61,86,4.61,7,1.92,CA,369-2743,0,464.4,50.260000000000005
2745,61,40,105.0,180.6,174.1,10.2,2,0,1,78,17.85,100,15.35,115,7.83,2,2.75,PA,343-1347,1,469.90000000000003,43.78
2746,107,0,204.5,162.4,155.0,13.4,3,0,0,108,34.77,110,13.8,102,6.98,1,3.62,CO,336-5495,0,535.3,59.17000000000001
2747,147,0,274.0,231.8,283.6,6.2,0,0,0,92,46.58,82,19.7,83,12.76,1,1.67,MD,376-4292,1,795.6000000000001,80.71000000000001
2748,117,0,158.7,181.7,177.3,7.7,2,0,0,84,26.98,91,15.44,67,7.98,10,2.08,AL,391-8677,0,525.4000000000001,52.480000000000004
2749,95,0,229.9,202.4,171.4,14.2,1,0,0,116,39.08,110,17.2,105,7.71,6,3.83,AL,350-7273,0,617.9000000000001,67.82000000000001
2750,186,0,137.8,187.7,146.4,8.7,1,0,0,97,23.43,118,15.95,85,6.59,6,2.35,KS,400-6454,0,480.59999999999997,48.32
2751,128,0,179.4,270.4,191.0,7.9,0,0,0,94,30.5,92,22.98,88,8.59,4,2.13,MI,422-3052,0,648.6999999999999,64.2
2752,55,39,139.3,178.3,246.5,8.1,3,0,1,101,23.68,117,15.16,104,11.09,1,2.19,AK,365-6756,0,572.2,52.120000000000005
2753,134,0,7.8,171.4,186.5,12.9,2,0,0,86,1.33,100,14.57,80,8.39,2,3.48,OH,406-4158,0,378.6,27.77
2754,96,23,183.1,147.4,350.2,11.3,1,0,1,88,31.13,89,12.53,108,15.76,7,3.05,IN,383-4641,0,692.0,62.46999999999999
2755,107,0,206.9,262.4,149.3,10.7,0,0,0,79,35.17,117,22.3,69,6.72,3,2.89,SC,368-5165,0,629.3,67.08
2756,123,0,140.0,153.7,50.1,12.5,2,0,0,106,23.8,101,13.06,87,2.25,1,3.38,KS,378-2432,0,356.3,42.49
2757,35,0,179.2,283.3,285.4,5.8,2,0,0,59,30.46,101,24.08,83,12.84,7,1.57,OK,362-4159,0,753.6999999999999,68.94999999999999
2758,74,0,177.4,240.3,237.3,12.0,0,0,0,136,30.16,104,20.43,133,10.68,3,3.24,WI,363-7979,0,667.0,64.51
2759,130,0,115.6,167.8,141.8,12.6,1,0,0,129,19.65,104,14.26,124,6.38,9,3.4,IN,334-9818,0,437.8,43.69
2760,137,0,237.3,176.7,263.4,14.2,0,1,0,103,40.34,84,15.02,81,11.85,4,3.83,IL,352-5787,1,691.6,71.03999999999999
2761,88,0,181.5,187.0,220.3,10.5,1,0,0,116,30.86,119,15.9,96,9.91,7,2.84,TN,332-3617,0,599.3,59.510000000000005
2762,80,0,51.5,164.0,169.4,9.5,3,0,0,90,8.76,98,13.94,80,7.62,4,2.57,DC,327-9957,0,394.4,32.89
2763,116,19,155.7,185.4,192.7,8.2,3,0,1,104,26.47,118,15.76,116,8.67,2,2.21,NC,338-7527,0,542.0,53.11
2764,123,23,245.0,265.0,239.7,14.9,2,0,1,88,41.65,105,22.53,108,10.79,3,4.02,RI,348-8711,0,764.6,78.99
2765,120,0,131.7,163.1,201.1,10.7,1,0,0,99,22.39,109,13.86,116,9.05,3,2.89,MS,421-3226,0,506.59999999999997,48.19
2766,146,0,111.1,313.4,215.7,10.5,1,1,0,126,18.89,95,26.64,82,9.71,6,2.84,VA,391-4358,0,650.7,58.08
2767,106,9,88.5,324.8,79.9,8.2,3,0,1,100,15.05,109,27.61,86,3.6,4,2.21,KY,379-2523,0,501.40000000000003,48.47
2768,121,44,116.0,150.1,246.8,12.0,1,0,1,85,19.72,120,12.76,98,11.11,2,3.24,NV,419-2369,0,524.9000000000001,46.83
2769,137,0,155.5,133.1,253.1,9.1,1,0,0,81,26.44,94,11.31,77,11.39,2,2.46,WI,382-1227,0,550.8000000000001,51.6
2770,84,30,106.5,225.7,188.6,5.7,2,0,1,65,18.11,108,19.18,61,8.49,3,1.54,NH,409-5749,0,526.5,47.32
2771,67,31,175.2,199.2,219.8,13.2,1,0,1,68,29.78,73,16.93,99,9.89,6,3.56,NE,362-7951,0,607.4000000000001,60.160000000000004
2772,161,0,154.7,177.8,172.9,5.9,4,0,0,84,26.3,125,15.11,90,7.78,2,1.59,WI,415-3537,1,511.29999999999995,50.78
2773,134,34,247.2,225.5,186.3,6.1,2,0,1,105,42.02,133,19.17,76,8.38,5,1.65,NJ,373-3959,1,665.1,71.22000000000001
2774,62,32,218.4,236.7,192.2,13.2,0,1,1,93,37.13,132,20.12,137,8.65,3,3.56,ME,358-1346,1,660.5,69.46000000000001
2775,120,24,227.5,234.9,166.4,9.0,1,0,1,81,38.68,71,19.97,128,7.49,13,2.43,WY,381-8422,0,637.8,68.57000000000001
2776,130,30,185.0,249.5,157.8,7.4,0,0,1,117,31.45,141,21.21,103,7.1,7,2.0,IN,360-9005,0,599.6999999999999,61.76
2777,20,0,186.8,253.4,273.1,12.3,2,0,0,89,31.76,51,21.54,105,12.29,6,3.32,WI,344-5967,0,725.6,68.91
2778,68,0,158.8,211.8,198.1,10.3,1,0,0,119,27.0,105,18.0,101,8.91,3,2.78,VT,396-6390,0,579.0,56.69
2779,112,0,208.7,212.8,178.1,8.5,0,0,0,150,35.48,104,18.09,98,8.01,4,2.3,CA,346-5036,0,608.1,63.87999999999999
2780,77,0,185.9,212.0,282.3,11.3,3,0,0,95,31.6,98,18.02,81,12.7,4,3.05,IN,328-7252,0,691.5,65.37
2781,109,0,222.5,169.7,264.3,9.0,2,0,0,74,37.83,75,14.42,94,11.89,3,2.43,SC,360-1745,0,665.5,66.57000000000001
2782,108,0,201.1,170.7,237.4,11.6,3,0,0,101,34.19,86,14.51,113,10.68,3,3.13,IN,358-2046,0,620.8,62.51
2783,79,17,167.9,243.7,211.9,9.1,1,0,1,114,28.54,93,20.71,114,9.54,2,2.46,IA,344-6935,0,632.6,61.25
2784,119,0,239.1,243.5,230.9,10.9,3,0,0,88,40.65,79,20.7,92,10.39,3,2.94,MD,401-9665,1,724.4,74.67999999999999
2785,38,0,175.7,211.8,137.9,9.2,5,0,0,109,29.87,97,18.0,109,6.21,3,2.48,MN,399-5291,1,534.6,56.56
2786,109,29,111.2,263.5,224.7,9.0,6,0,1,90,18.9,98,22.4,128,10.11,6,2.43,AR,409-6588,1,608.4,53.839999999999996
2787,78,0,87.7,214.8,201.3,10.8,1,0,0,74,14.91,58,18.26,147,9.06,6,2.92,MS,358-5721,0,514.6,45.150000000000006
2788,134,0,244.1,246.9,200.0,7.2,0,0,0,99,41.5,111,20.99,133,9.0,2,1.94,MN,414-7446,0,698.2,73.42999999999999
2789,47,27,165.0,127.3,284.4,7.7,2,0,1,89,28.05,118,10.82,95,12.8,4,2.08,WA,329-9517,0,584.4000000000001,53.75
2790,59,27,127.4,103.3,164.2,9.1,0,0,1,110,21.66,99,8.78,73,7.39,3,2.46,MS,415-9553,0,404.0,40.29
2791,151,0,194.8,292.7,224.6,5.5,0,0,0,106,33.12,103,24.88,82,10.11,3,1.49,ID,413-3177,0,717.6,69.6
2792,129,0,54.7,256.1,176.6,11.1,1,0,0,131,9.3,105,21.77,135,7.95,4,3.0,NC,347-5113,0,498.5,42.02
2793,107,27,283.4,224.1,241.3,14.4,2,0,1,104,48.18,152,19.05,63,10.86,7,3.89,VA,330-2662,0,763.1999999999999,81.98
2794,137,0,258.0,246.5,173.2,10.9,0,1,0,112,43.86,117,20.95,100,7.79,3,2.94,MT,330-5824,1,688.6,75.54
2795,76,0,90.5,211.7,194.9,9.3,1,0,0,142,15.39,75,17.99,76,8.77,2,2.51,MI,411-1261,0,506.40000000000003,44.65999999999999
2796,24,0,235.6,115.9,185.4,16.2,0,0,0,132,40.05,129,9.85,136,8.34,2,4.37,HI,329-8788,0,553.1,62.60999999999999
2797,169,0,142.5,231.4,131.2,10.0,2,0,0,82,24.23,110,19.67,67,5.9,4,2.7,NC,333-7869,0,515.0999999999999,52.50000000000001
2798,30,0,54.0,179.3,247.2,10.2,1,0,0,68,9.18,96,15.24,101,11.12,8,2.75,MN,399-4800,0,490.7,38.29
2799,70,0,214.8,131.0,216.9,9.4,3,0,0,87,36.52,114,11.14,104,9.76,3,2.54,WV,402-2072,0,572.1,59.96
2800,52,0,251.4,196.6,192.0,11.0,0,1,0,118,42.74,80,16.71,53,8.64,2,2.97,SD,403-6187,1,651.0,71.06
2801,3,0,139.0,250.7,286.2,6.1,4,0,0,99,23.63,108,21.31,87,12.88,3,1.65,HI,355-2872,0,682.0,59.47
2802,38,0,117.3,208.7,203.4,14.4,2,0,0,114,19.94,105,17.74,98,9.15,2,3.89,MS,386-2970,0,543.8,50.72
2803,104,0,264.0,132.2,177.7,10.6,3,0,0,108,44.88,75,11.24,91,8.0,8,2.86,NY,389-6081,0,584.5,66.98
2804,27,0,82.6,204.0,224.2,9.1,1,0,0,105,14.04,99,17.34,122,10.09,4,2.46,LA,348-7556,0,519.9,43.93
2805,166,28,175.8,253.6,128.5,11.4,1,1,1,126,29.89,76,21.56,72,5.78,5,3.08,KS,334-9163,0,569.3,60.31
2806,13,0,220.4,211.2,259.3,13.6,2,0,0,100,37.47,79,17.95,112,11.67,8,3.67,MA,411-4293,0,704.5000000000001,70.76
2807,52,0,217.0,152.3,134.3,11.8,2,0,0,104,36.89,83,12.95,109,6.04,4,3.19,AK,375-5562,0,515.4,59.07
2808,114,25,129.0,290.0,177.1,11.6,1,0,1,77,21.93,110,24.65,110,7.97,5,3.13,SD,386-3823,0,607.7,57.68
2809,156,0,150.5,152.9,215.9,3.5,1,0,0,106,25.59,112,13.0,86,9.72,3,0.95,CO,364-6445,0,522.8,49.260000000000005
2810,90,42,193.3,263.3,214.4,11.1,0,0,1,66,32.86,85,22.38,97,9.65,4,3.0,NH,383-2251,0,682.1,67.89
2811,62,0,189.5,103.8,180.6,10.8,2,0,0,122,32.22,95,8.82,106,8.13,5,2.92,WV,351-3169,0,484.7,52.09
2812,82,33,137.8,235.5,268.1,11.0,2,0,1,95,23.43,128,20.02,70,12.06,6,2.97,AZ,413-6380,0,652.4000000000001,58.480000000000004
2813,52,0,129.3,142.7,258.3,12.3,3,0,0,80,21.98,101,12.13,89,11.62,4,3.32,ME,380-9674,0,542.5999999999999,49.05
2814,146,0,115.6,213.6,218.4,10.7,1,0,0,77,19.65,100,18.16,72,9.83,6,2.89,NH,345-2319,0,558.3000000000001,50.53
2815,120,23,221.9,254.7,250.5,7.2,2,0,1,114,37.72,84,21.65,117,11.27,5,1.94,RI,377-5441,0,734.3000000000001,72.58
2816,130,0,263.7,186.5,195.3,18.3,1,0,0,113,44.83,103,15.85,99,8.79,6,4.94,ID,358-3692,1,663.8,74.41
2817,90,0,61.3,194.4,143.1,11.4,1,0,0,91,10.42,94,16.52,80,6.44,9,3.08,WI,400-5831,0,410.19999999999993,36.459999999999994
2818,147,0,183.8,164.7,111.0,10.1,1,1,0,113,31.25,110,14.0,87,5.0,4,2.73,NM,357-5995,0,469.6,52.98
2819,159,0,167.4,143.8,140.1,10.3,0,0,0,68,28.46,74,12.22,111,6.3,3,2.78,WY,391-2159,1,461.6000000000001,49.76
2820,74,27,154.1,195.3,276.7,13.2,4,0,1,122,26.2,150,16.6,86,12.45,2,3.56,IL,398-5954,0,639.3,58.81
2821,130,0,252.0,170.2,209.2,5.7,0,0,0,101,42.84,105,14.47,64,9.41,5,1.54,TX,385-6175,0,637.1,68.26
2822,155,0,163.1,291.7,96.4,11.2,0,1,0,94,27.73,108,24.79,111,4.34,3,3.02,RI,334-2961,0,562.4,59.88
2823,87,0,198.3,187.0,133.5,16.6,2,0,0,80,33.71,89,15.9,96,6.01,4,4.48,MI,405-4303,0,535.4,60.099999999999994
2824,81,0,324.7,236.4,187.6,13.1,0,0,0,48,55.2,82,20.09,78,8.44,5,3.54,OR,406-4100,1,761.8000000000001,87.27000000000001
2825,99,0,128.3,215.3,143.7,14.3,2,0,0,78,21.81,120,18.3,140,6.47,9,3.86,VA,352-4401,0,501.6,50.44
2826,131,0,187.9,200.5,202.6,10.2,2,0,0,110,31.94,101,17.04,125,9.12,11,2.75,SD,347-1473,0,601.2,60.85
2827,89,0,129.2,214.1,214.9,10.3,5,0,0,71,21.96,68,18.2,100,9.67,4,2.78,AL,347-2016,1,568.4999999999999,52.61
2828,123,0,125.5,128.9,251.9,6.3,4,1,0,106,21.34,96,10.96,129,11.34,6,1.7,MS,388-8948,1,512.6,45.34
2829,130,26,257.2,224.3,204.0,12.6,1,0,1,108,43.72,122,19.07,118,9.18,4,3.4,MS,402-5509,0,698.1,75.37
2830,99,0,124.6,146.4,169.4,10.5,1,0,0,90,21.18,70,12.44,95,7.62,6,2.84,HI,367-2598,0,450.9,44.08
2831,36,0,175.1,216.9,243.7,9.9,1,0,0,144,29.77,69,18.44,146,10.97,3,2.67,WV,370-5001,0,645.6,61.85
2832,87,0,124.3,173.4,256.3,7.5,3,0,0,91,21.13,105,14.74,109,11.53,5,2.03,WV,332-3693,0,561.5,49.43
2833,139,0,271.6,156.0,136.3,11.6,2,0,0,130,46.17,131,13.26,108,6.13,9,3.13,WV,403-9766,0,575.5000000000001,68.69
2834,189,0,219.9,143.3,130.6,11.7,1,0,0,80,37.38,117,12.18,69,5.88,7,3.16,IN,363-2407,0,505.50000000000006,58.60000000000001
2835,96,33,183.3,201.4,177.4,10.4,3,0,1,115,31.16,87,17.12,84,7.98,15,2.81,NM,395-9214,0,572.5,59.07000000000001
2836,112,0,101.1,214.4,179.5,10.3,2,0,0,119,17.19,67,18.22,112,8.08,5,2.78,DE,351-8894,0,505.3,46.269999999999996
2837,75,0,203.3,228.9,222.2,14.3,1,0,0,70,34.56,97,19.46,118,10.0,3,3.86,NC,406-5003,0,668.7,67.88000000000001
2838,178,35,175.4,190.0,138.7,10.5,2,0,1,88,29.82,65,16.15,94,6.24,3,2.84,NM,398-1332,0,514.5999999999999,55.05
2839,112,0,266.0,214.6,306.2,14.2,2,0,0,97,45.22,94,18.24,100,13.78,2,3.83,SC,363-8033,1,801.0,81.07
2840,108,41,171.6,136.1,183.4,10.8,0,0,1,110,29.17,78,11.57,103,8.25,7,2.92,NJ,333-1012,0,501.90000000000003,51.910000000000004
2841,100,0,78.7,225.6,150.4,14.0,0,0,0,98,13.38,102,19.18,106,6.77,8,3.78,AZ,391-6260,0,468.70000000000005,43.11
2842,121,20,211.9,215.1,238.5,9.4,0,0,1,110,36.02,120,18.28,107,10.73,2,2.54,RI,336-1353,0,674.9,67.57000000000001
2843,116,0,63.7,195.8,210.1,10.0,1,0,0,101,10.83,95,16.64,87,9.45,6,2.7,SD,365-5629,0,479.6,39.620000000000005
2844,161,0,173.4,213.7,141.5,11.5,1,0,0,100,29.48,74,18.16,69,6.37,4,3.11,NH,349-4397,0,540.1,57.12
2845,19,0,237.7,207.1,182.2,4.5,0,1,0,98,40.41,121,17.6,95,8.2,4,1.22,AL,380-3910,0,631.5,67.42999999999999
2846,104,0,225.9,162.8,272.1,10.1,1,0,0,123,38.4,106,13.84,85,12.24,4,2.73,WV,354-7820,0,670.9000000000001,67.21
